,Appt. Date,Acct,Vehicle Code,Trip#,PickUp Time,PickUp Address,Arrival Time,D/Off Address,Rider Fare,PickUp Lat,PickUp Lng,PickUp Zipcode,D/Off Lat,D/Off Lng,D/Off Zipcode,D/Off Type,Time Slots,Weekday
506,1/10/2019,SPW,*9-80,125,360,3232 Mt Olivet Rd,390,3300 Cooley Ct,$0.00 ,42.3226625,-85.5473919,49004,42.1996309,-85.6276723,49024,street_address,Slot 22 : 6:00 - 6:59,Thursday
7616,10/15/2019,SPC,9-960,126,360,5500 Armstrong Rd,390,2105 Lake St,$4.00 ,42.3416573,-85.2935956,49037,42.2806843,-85.553289,49001,premise,Slot 22 : 6:00 - 6:59,Tuesday
4297,8/10/2019,ADA,*9-80,127,360,3610 S Circle Dr,390,4200 Davis Creek Ct,$3.00 ,42.334607,-85.5355127,49004,42.2474764,-85.5365967,49001,street_address,Slot 22 : 6:00 - 6:59,Saturday
14360,10/28/2019,ADA,*9-82,128,360,3610 S Circle Dr,390,4200 Davis Creek Ct,$3.00 ,42.334607,-85.5355127,49004,42.2474764,-85.5365967,49001,street_address,Slot 22 : 6:00 - 6:59,Monday
3475,7/10/2019,SPW,*9-80,129,360,3232 Mt Olivet Rd,390,3300 Cooley Ct,$0.00 ,42.3226625,-85.5473919,49004,42.1996309,-85.6276723,49024,street_address,Slot 22 : 6:00 - 6:59,Wednesday
16069,10/30/2019,SPC,9-959,130,360,4303 Duke St,390,7141 Q Ave W,$4.00 ,42.2475577,-85.5945787,49008,42.2008199,-85.6894113,49009,premise,Slot 22 : 6:00 - 6:59,Wednesday
14857,10/29/2019,SPW,*9-80,131,360,3232 Mt Olivet Rd,390,3300 Cooley Ct,$0.00 ,42.3226625,-85.5473919,49004,42.1996309,-85.6276723,49024,street_address,Slot 22 : 6:00 - 6:59,Tuesday
3392,7/10/2019,ADA,*9-80,132,360,3610 S Circle Dr,390,4200 Davis Creek Ct,$3.00 ,42.334607,-85.5355127,49004,42.2474764,-85.5365967,49001,street_address,Slot 22 : 6:00 - 6:59,Wednesday
12563,10/24/2019,SPC,9-959,133,360,162 Valley 3 Dr,390,10362 S Sprinkle Rd,$4.00 ,42.290133,-85.6183232,49006,42.1666571,-85.5293177,49097,premise,Slot 22 : 6:00 - 6:59,Thursday
14908,10/29/2019,SPC,9-958,134,360,1194 Somerset Bluff Trail,390,5500 Armstrong Rd,$4.00 ,42.2182192,-85.6027259,49024,42.3416573,-85.2935956,49037,premise,Slot 22 : 6:00 - 6:59,Tuesday
7257,10/14/2019,ADA,*9-82,135,360,3610 S Circle Dr,390,4200 Davis Creek Ct,$3.00 ,42.334607,-85.5355127,49004,42.2474764,-85.5365967,49001,street_address,Slot 22 : 6:00 - 6:59,Monday
1259,2/10/2019,SPC,9-965,136,360,4303 Duke St,390,7141 Q Ave W,$4.00 ,42.2475577,-85.5945787,49008,42.2008199,-85.6894113,49009,premise,Slot 22 : 6:00 - 6:59,Sunday
13480,10/25/2019,ADA,*9-80,137,360,3610 S Circle Dr,390,4200 Davis Creek Ct,$3.00 ,42.334607,-85.5355127,49004,42.2474764,-85.5365967,49001,street_address,Slot 22 : 6:00 - 6:59,Friday
12502,10/23/2019,SPC,*9-79,138,360,5124 E R Ave,390,1701 Olmstead Rd,$4.00 ,42.1818636,-85.5282718,49002,42.2747214,-85.5373227,49048,premise,Slot 22 : 6:00 - 6:59,Wednesday
1264,2/10/2019,SPC,9-954,139,360,1424 E VW Ave,390,2901 E Kilgore Rd,$4.00 ,42.1222604,-85.4209427,49097,42.245557,-85.5426275,49002,premise,Slot 22 : 6:00 - 6:59,Sunday
16325,10/31/2019,SPW,*9-80,140,360,3232 Mt Olivet Rd,390,3300 Cooley Ct,$0.00 ,42.3226625,-85.5473919,49004,42.1996309,-85.6276723,49024,street_address,Slot 22 : 6:00 - 6:59,Thursday
12485,10/23/2019,SPC,9-972,141,360,162 Valley 3 Dr,390,10362 S Sprinkle Rd,$4.00 ,42.290133,-85.6183232,49006,42.1666571,-85.5293177,49097,premise,Slot 22 : 6:00 - 6:59,Wednesday
12468,10/23/2019,ADA,*9-82,142,360,7902 Lovers Ln,390,6739 Seeco Dr,$3.00 ,42.2024581,-85.5748877,49001,42.2926297,-85.6814376,49009,premise,Slot 22 : 6:00 - 6:59,Wednesday
4261,8/10/2019,SPC,9-963,143,360,7039 W Ml Ave,390,501 N 9th St,$4.00 ,42.2666994,-85.6880877,49009,42.2929099,-85.6855413,49009,street_address,Slot 22 : 6:00 - 6:59,Saturday
5099,9/10/2019,SPC,9-954,144,360,1424 E VW Ave,390,2901 E Kilgore Rd,$4.00 ,42.1222604,-85.4209427,49097,42.245557,-85.5426275,49002,premise,Slot 22 : 6:00 - 6:59,Tuesday
4126,8/10/2019,SPC,9-959,145,360,4313 Duke St,390,701 Gibson St,$4.00 ,42.2470918,-85.5940978,49008,42.289091,-85.5730391,49007,street_address,Slot 22 : 6:00 - 6:59,Saturday
4728,9/10/2019,ADA,*9-80,146,360,3610 S Circle Dr,390,4200 Davis Creek Ct,$3.00 ,42.334607,-85.5355127,49004,42.2474764,-85.5365967,49001,street_address,Slot 22 : 6:00 - 6:59,Tuesday
10230,10/19/2019,SPC,9-956,147,360,7039 W Ml Ave,390,501 N 9th St,$4.00 ,42.2666994,-85.6880877,49009,42.2929099,-85.6855413,49009,street_address,Slot 22 : 6:00 - 6:59,Saturday
10223,10/19/2019,ADA,9-942,148,360,1324 N Church St,390,521 E Michigan Ave,$3.00 ,42.3036907,-85.5862,49007,42.2941977,-85.577075,49001,street_address,Slot 22 : 6:00 - 6:59,Saturday
15699,10/30/2019,SPC,9-954,149,360,1424 E VW Ave,390,2901 E Kilgore Rd,$4.00 ,42.1222604,-85.4209427,49097,42.245557,-85.5426275,49002,premise,Slot 22 : 6:00 - 6:59,Wednesday
15606,10/30/2019,SPC,9-958,150,360,5330 Glen Harbor Dr,390,5500 Armstrong Rd,$4.00 ,42.229258,-85.6547461,49009,42.3416573,-85.2935956,49037,premise,Slot 22 : 6:00 - 6:59,Wednesday
11104,10/22/2019,ADA,*9-80,151,360,3610 S Circle Dr,390,4200 Davis Creek Ct,$3.00 ,42.334607,-85.5355127,49004,42.2474764,-85.5365967,49001,street_address,Slot 22 : 6:00 - 6:59,Tuesday
975,2/10/2019,SPW,9-962,152,360,3232 Mt Olivet Rd,390,3300 Cooley Ct,$0.00 ,42.3226625,-85.5473919,49004,42.1996309,-85.6276723,49024,street_address,Slot 22 : 6:00 - 6:59,Sunday
11092,10/22/2019,ADA,9-946,153,360,3706 Northview Dr,390,410 W Michigan Ave,$3.00 ,42.3296307,-85.6352771,49004,42.2918827,-85.5878173,49007,premise,Slot 22 : 6:00 - 6:59,Tuesday
10244,10/19/2019,SPC,9-957,154,360,9677 N 32nd St,390,521 E Michigan Ave,$4.00 ,42.399715,-85.457795,49083,42.2941977,-85.577075,49001,street_address,Slot 22 : 6:00 - 6:59,Saturday
11083,10/21/2019,ADA,9-972,155,360,3610 S Circle Dr,390,4200 Davis Creek Ct,$3.00 ,42.334607,-85.5355127,49004,42.2474764,-85.5365967,49001,street_address,Slot 22 : 6:00 - 6:59,Monday
123,1/10/2019,ADA,*9-80,156,360,3610 S Circle Dr,390,4200 Davis Creek Ct,$3.00 ,42.334607,-85.5355127,49004,42.2474764,-85.5365967,49001,street_address,Slot 22 : 6:00 - 6:59,Thursday
9980,10/18/2019,ADA,*9-82,157,360,7902 Lovers Ln,390,6739 Seeco Dr,$3.00 ,42.2024581,-85.5748877,49001,42.2926297,-85.6814376,49009,premise,Slot 22 : 6:00 - 6:59,Friday
10624,10/21/2019,SPW,9-972,158,360,3232 Mt Olivet Rd,390,3300 Cooley Ct,$0.00 ,42.3226625,-85.5473919,49004,42.1996309,-85.6276723,49024,street_address,Slot 22 : 6:00 - 6:59,Monday
4939,9/10/2019,ADA,*9-82,159,360,7902 Lovers Ln,390,6739 Seeco Dr,$3.00 ,42.2024581,-85.5748877,49001,42.2926297,-85.6814376,49009,premise,Slot 22 : 6:00 - 6:59,Tuesday
1498,3/10/2019,ADA,9-954,160,360,616 Dwight Ave,390,521 E Michigan Ave,$3.00 ,42.2977748,-85.5624162,49048,42.2941977,-85.577075,49001,street_address,Slot 22 : 6:00 - 6:59,Sunday
10849,10/21/2019,SPC,9-954,161,360,1424 E VW Ave,390,2901 E Kilgore Rd,$4.00 ,42.1222604,-85.4209427,49097,42.245557,-85.5426275,49002,premise,Slot 22 : 6:00 - 6:59,Monday
2064,3/10/2019,SPC,*9-79,162,360,4313 Duke St,390,701 Gibson St,$4.00 ,42.2470918,-85.5940978,49008,42.289091,-85.5730391,49007,street_address,Slot 22 : 6:00 - 6:59,Sunday
10137,10/18/2019,SPC,9-954,163,360,1424 E VW Ave,390,2901 E Kilgore Rd,$4.00 ,42.1222604,-85.4209427,49097,42.245557,-85.5426275,49002,premise,Slot 22 : 6:00 - 6:59,Friday
11027,10/21/2019,SPC,9-949,164,360,7039 W Ml Ave,390,501 N 9th St,$4.00 ,42.2666994,-85.6880877,49009,42.2929099,-85.6855413,49009,street_address,Slot 22 : 6:00 - 6:59,Monday
10036,10/18/2019,ADA,*9-79,165,360,3706 Northview Dr,390,410 W Michigan Ave,$3.00 ,42.3296307,-85.6352771,49004,42.2918827,-85.5878173,49007,premise,Slot 22 : 6:00 - 6:59,Friday
1780,3/10/2019,SPC,9-956,166,360,1903 W Michigan Ave,390,10362 S Sprinkle Rd,$4.00 ,42.2845248,-85.6102235,49008,42.1666571,-85.5293177,49097,premise,Slot 22 : 6:00 - 6:59,Sunday
1756,3/10/2019,ADA,*9-80,167,360,3610 S Circle Dr,390,4200 Davis Creek Ct,$3.00 ,42.334607,-85.5355127,49004,42.2474764,-85.5365967,49001,street_address,Slot 22 : 6:00 - 6:59,Sunday
5054,9/10/2019,ADA,9-958,168,360,3706 Northview Dr,390,410 W Michigan Ave,$3.00 ,42.3296307,-85.6352771,49004,42.2918827,-85.5878173,49007,premise,Slot 22 : 6:00 - 6:59,Tuesday
10821,10/21/2019,ADA,*9-82,169,360,7902 Lovers Ln,390,6739 Seeco Dr,$3.00 ,42.2024581,-85.5748877,49001,42.2926297,-85.6814376,49009,premise,Slot 22 : 6:00 - 6:59,Monday
13939,10/26/2019,ADA,9-942,170,360,1324 N Church St,390,521 E Michigan Ave,$3.00 ,42.3036907,-85.5862,49007,42.2941977,-85.577075,49001,street_address,Slot 22 : 6:00 - 6:59,Saturday
1628,3/10/2019,SPC,*9-82,171,360,4303 Duke St,390,7141 Q Ave W,$4.00 ,42.2475577,-85.5945787,49008,42.2008199,-85.6894113,49009,premise,Slot 22 : 6:00 - 6:59,Sunday
9299,10/17/2019,ADA,9-954,172,365,616 Dwight Ave,390,521 E Michigan Ave,$3.00 ,42.2977748,-85.5624162,49048,42.2941977,-85.577075,49001,street_address,Slot 22 : 6:00 - 6:59,Thursday
13915,10/26/2019,ADA,9-942,173,365,616 Dwight Ave,395,521 E Michigan Ave,$3.00 ,42.2977748,-85.5624162,49048,42.2941977,-85.577075,49001,street_address,Slot 22 : 6:00 - 6:59,Saturday
15209,10/29/2019,ADA,9-954,174,365,616 Dwight Ave,395,521 E Michigan Ave,$3.00 ,42.2977748,-85.5624162,49048,42.2941977,-85.577075,49001,street_address,Slot 22 : 6:00 - 6:59,Tuesday
12393,10/23/2019,SPC,9-970,175,365,1508 Summer Ridge Dr,395,5500 Armstrong Rd,$4.00 ,42.3024147,-85.6589621,49009,42.3416573,-85.2935956,49037,premise,Slot 22 : 6:00 - 6:59,Wednesday
10247,10/19/2019,ADA,9-942,176,365,616 Dwight Ave,420,521 E Michigan Ave,$3.00 ,42.2977748,-85.5624162,49048,42.2941977,-85.577075,49001,street_address,Slot 22 : 6:00 - 6:59,Saturday
9610,10/18/2019,SPC,9-970,177,370,7685 Whispering Brook Dr.,400,5500 Armstrong Rd,$4.00 ,42.205655,-85.5959011,49024,42.3416573,-85.2935956,49037,premise,Slot 22 : 6:00 - 6:59,Friday
1638,3/10/2019,ADA,9-954,178,370,723 Fenimore Ave,400,521 E Michigan Ave,$3.00 ,42.2991703,-85.5544953,49048,42.2941977,-85.577075,49001,street_address,Slot 22 : 6:00 - 6:59,Sunday
11186,10/22/2019,ADA,9-954,179,370,723 Fenimore Ave,400,521 E Michigan Ave,$3.00 ,42.2991703,-85.5544953,49048,42.2941977,-85.577075,49001,street_address,Slot 22 : 6:00 - 6:59,Tuesday
5901,10/10/2019,ADA,9-954,180,370,723 Fenimore Ave,400,521 E Michigan Ave,$3.00 ,42.2991703,-85.5544953,49048,42.2941977,-85.577075,49001,street_address,Slot 22 : 6:00 - 6:59,Thursday
9439,10/17/2019,ADA,9-954,181,370,723 Fenimore Ave,400,521 E Michigan Ave,$3.00 ,42.2991703,-85.5544953,49048,42.2941977,-85.577075,49001,street_address,Slot 22 : 6:00 - 6:59,Thursday
16310,10/31/2019,ADA,9-954,182,370,723 Fenimore Ave,400,521 E Michigan Ave,$3.00 ,42.2991703,-85.5544953,49048,42.2941977,-85.577075,49001,street_address,Slot 22 : 6:00 - 6:59,Thursday
14850,10/29/2019,ADA,9-954,183,370,723 Fenimore Ave,400,521 E Michigan Ave,$3.00 ,42.2991703,-85.5544953,49048,42.2941977,-85.577075,49001,street_address,Slot 22 : 6:00 - 6:59,Tuesday
13865,10/26/2019,ADA,9-942,184,370,723 Fenimore Ave,400,521 E Michigan Ave,$3.00 ,42.2991703,-85.5544953,49048,42.2941977,-85.577075,49001,street_address,Slot 22 : 6:00 - 6:59,Saturday
7635,10/15/2019,ADA,9-954,185,370,723 Fenimore Ave,400,521 E Michigan Ave,$3.00 ,42.2991703,-85.5544953,49048,42.2941977,-85.577075,49001,street_address,Slot 22 : 6:00 - 6:59,Tuesday
277,1/10/2019,ADA,9-954,186,370,723 Fenimore Ave,400,521 E Michigan Ave,$3.00 ,42.2991703,-85.5544953,49048,42.2941977,-85.577075,49001,street_address,Slot 22 : 6:00 - 6:59,Thursday
6598,12/10/2019,SPC,9-958,187,370,3353 Lincolnshire Blvd.,400,8350 Shaver Rd,$4.00 ,42.2581612,-85.5550967,49001,42.1957707,-85.598849,49024,premise,Slot 22 : 6:00 - 6:59,Tuesday
4331,8/10/2019,ADA,9-954,188,370,723 Fenimore Ave,400,521 E Michigan Ave,$3.00 ,42.2991703,-85.5544953,49048,42.2941977,-85.577075,49001,street_address,Slot 22 : 6:00 - 6:59,Saturday
10254,10/19/2019,ADA,9-942,189,370,723 Fenimore Ave,400,521 E Michigan Ave,$3.00 ,42.2991703,-85.5544953,49048,42.2941977,-85.577075,49001,street_address,Slot 22 : 6:00 - 6:59,Saturday
2885,5/10/2019,ADA,9-942,190,370,723 Fenimore Ave,400,521 E Michigan Ave,$3.00 ,42.2991703,-85.5544953,49048,42.2941977,-85.577075,49001,street_address,Slot 22 : 6:00 - 6:59,Friday
6635,12/10/2019,ADA,9-940,191,370,723 Fenimore Ave,400,521 E Michigan Ave,$3.00 ,42.2991703,-85.5544953,49048,42.2941977,-85.577075,49001,street_address,Slot 22 : 6:00 - 6:59,Tuesday
13191,10/24/2019,ADA,9-954,192,370,723 Fenimore Ave,400,521 E Michigan Ave,$3.00 ,42.2991703,-85.5544953,49048,42.2941977,-85.577075,49001,street_address,Slot 22 : 6:00 - 6:59,Thursday
13362,10/25/2019,SPC,*9-78,193,375,3353 Lincolnshire Blvd.,405,8350 Shaver Rd,$4.00 ,42.2581612,-85.5550967,49001,42.1957707,-85.598849,49024,premise,Slot 22 : 6:00 - 6:59,Friday
8975,10/17/2019,ADA,*9-79,194,375,5292 Keyes Dr,405,6065 Gull Rd,$3.00 ,42.3369747,-85.5624362,49004,42.3316978,-85.5107025,49048,premise,Slot 22 : 6:00 - 6:59,Thursday
6681,12/10/2019,SPC,9-955,195,375,6470 N. 12th. St.,405,1400 N Drake Rd,$4.00 ,42.3533458,-85.6482438,49009,42.2764867,-85.6484553,49006,street_address,Slot 22 : 6:00 - 6:59,Tuesday
12334,10/23/2019,SPC,9-954,196,375,7926 Hope St,420,410 West Michigan Ave,$4.00 ,42.1543539,-85.4727853,49097,42.2918827,-85.5878173,49007,premise,Slot 22 : 6:00 - 6:59,Wednesday
10752,10/21/2019,SPC,9-962,197,375,3353 Lincolnshire Blvd.,405,8350 Shaver Rd,$4.00 ,42.2581612,-85.5550967,49001,42.1957707,-85.598849,49024,premise,Slot 22 : 6:00 - 6:59,Monday
10003,10/18/2019,ADA,9-959,198,375,1204 Banbury Rd,405,2015 W Crosstown Pkwy,$3.00 ,42.2513353,-85.5636076,49001,42.2709567,-85.5921189,49008,premise,Slot 22 : 6:00 - 6:59,Friday
2132,3/10/2019,ADA,9-959,199,375,1204 Banbury Rd,405,2015 W Crosstown Pkwy,$3.00 ,42.2513353,-85.5636076,49001,42.2709567,-85.5921189,49008,premise,Slot 22 : 6:00 - 6:59,Sunday
12957,10/24/2019,SPC,9-952,200,375,7516 Primrose Ln,405,5500 Armstrong Rd,$4.00 ,42.2077529,-85.6087517,49024,42.3416573,-85.2935956,49037,premise,Slot 22 : 6:00 - 6:59,Thursday
16237,10/31/2019,SPC,9-970,201,375,7516 Primrose Ln,405,5500 Armstrong Rd,$4.00 ,42.2077529,-85.6087517,49024,42.3416573,-85.2935956,49037,premise,Slot 22 : 6:00 - 6:59,Thursday
45,1/10/2019,ADA,9-959,202,375,1204 Banbury Rd,405,2015 W Crosstown Pkwy,$3.00 ,42.2513353,-85.5636076,49001,42.2709567,-85.5921189,49008,premise,Slot 22 : 6:00 - 6:59,Thursday
7429,10/14/2019,ADA,9-965,203,375,1551 Concord Place Dr,405,6739 Seeco Dr,$3.00 ,42.2781916,-85.6546781,49009,42.2926297,-85.6814376,49009,premise,Slot 22 : 6:00 - 6:59,Monday
7433,10/14/2019,SPC,*9-78,204,375,3353 Lincolnshire Blvd.,405,8350 Shaver Rd,$4.00 ,42.2581612,-85.5550967,49001,42.1957707,-85.598849,49024,premise,Slot 22 : 6:00 - 6:59,Monday
10309,10/19/2019,ADA,9-958,205,375,5292 Keyes Dr,405,6065 Gull Rd,$3.00 ,42.3369747,-85.5624362,49004,42.3316978,-85.5107025,49048,premise,Slot 22 : 6:00 - 6:59,Saturday
9037,10/17/2019,SPC,9-970,206,375,7516 Primrose Ln,405,5500 Armstrong Rd,$4.00 ,42.2077529,-85.6087517,49024,42.3416573,-85.2935956,49037,premise,Slot 22 : 6:00 - 6:59,Thursday
14622,10/28/2019,ADA,9-955,207,375,1027 Lane Blvd,420,521 E Michigan Ave,$3.00 ,42.2724913,-85.5665771,49001,42.2941977,-85.577075,49001,street_address,Slot 22 : 6:00 - 6:59,Monday
4068,8/10/2019,SPC,9-956,208,375,7516 Primrose Ln,405,5500 Armstrong Rd,$4.00 ,42.2077529,-85.6087517,49024,42.3416573,-85.2935956,49037,premise,Slot 22 : 6:00 - 6:59,Saturday
5414,10/10/2019,ADA,9-959,209,375,1204 Banbury Rd,405,2015 W Crosstown Pkwy,$3.00 ,42.2513353,-85.5636076,49001,42.2709567,-85.5921189,49008,premise,Slot 22 : 6:00 - 6:59,Thursday
86,1/10/2019,ADA,*9-79,210,375,3706 Northview Dr,405,410 W Michigan Ave,$3.00 ,42.3296307,-85.6352771,49004,42.2918827,-85.5878173,49007,premise,Slot 22 : 6:00 - 6:59,Thursday
5453,10/10/2019,SPC,9-960,211,375,9677 N 32nd St,405,521 E Michigan Ave,$4.00 ,42.399715,-85.457795,49083,42.2941977,-85.577075,49001,street_address,Slot 22 : 6:00 - 6:59,Thursday
1063,2/10/2019,ADA,*9-79,212,375,550 W Crosstown Pkwy,405,117 W Paterson St,$3.00 ,42.2758023,-85.5921993,49008,42.3029749,-85.5846046,49007,premise,Slot 22 : 6:00 - 6:59,Sunday
9073,10/17/2019,SPC,9-972,213,375,7926 Hope St,420,410 West Michigan Ave,$4.00 ,42.1543539,-85.4727853,49097,42.2918827,-85.5878173,49007,premise,Slot 22 : 6:00 - 6:59,Thursday
7733,10/15/2019,ADA,9-959,214,375,1204 Banbury Rd,405,2015 W Crosstown Pkwy,$3.00 ,42.2513353,-85.5636076,49001,42.2709567,-85.5921189,49008,premise,Slot 22 : 6:00 - 6:59,Tuesday
1087,2/10/2019,ADA,9-956,215,375,5292 Keyes Dr,405,6065 Gull Rd,$3.00 ,42.3369747,-85.5624362,49004,42.3316978,-85.5107025,49048,premise,Slot 22 : 6:00 - 6:59,Sunday
2103,3/10/2019,SPC,9-968,216,375,7516 Primrose Ln,405,5500 Armstrong Rd,$4.00 ,42.2077529,-85.6087517,49024,42.3416573,-85.2935956,49037,premise,Slot 22 : 6:00 - 6:59,Sunday
8185,10/16/2019,SPC,9-954,217,375,7926 Hope St,420,410 West Michigan Ave,$4.00 ,42.1543539,-85.4727853,49097,42.2918827,-85.5878173,49007,premise,Slot 22 : 6:00 - 6:59,Wednesday
5034,9/10/2019,ADA,9-974,218,375,1027 Lane Blvd,420,521 E Michigan Ave,$3.00 ,42.2724913,-85.5665771,49001,42.2941977,-85.577075,49001,street_address,Slot 22 : 6:00 - 6:59,Tuesday
5827,10/10/2019,ADA,*9-80,219,375,5292 Keyes Dr,405,6065 Gull Rd,$3.00 ,42.3369747,-85.5624362,49004,42.3316978,-85.5107025,49048,premise,Slot 22 : 6:00 - 6:59,Thursday
5776,10/10/2019,SPC,9-970,220,375,7516 Primrose Ln,405,5500 Armstrong Rd,$4.00 ,42.2077529,-85.6087517,49024,42.3416573,-85.2935956,49037,premise,Slot 22 : 6:00 - 6:59,Thursday
13871,10/26/2019,SPC,9-956,221,375,9677 N 32nd St,405,521 E Michigan Ave,$4.00 ,42.399715,-85.457795,49083,42.2941977,-85.577075,49001,street_address,Slot 22 : 6:00 - 6:59,Saturday
9778,10/18/2019,ADA,*9-80,222,375,5292 Keyes Dr,405,6065 Gull Rd,$3.00 ,42.3369747,-85.5624362,49004,42.3316978,-85.5107025,49048,premise,Slot 22 : 6:00 - 6:59,Friday
11010,10/21/2019,ADA,*9-82,223,375,1551 Concord Place Dr,405,6739 Seeco Dr,$3.00 ,42.2781916,-85.6546781,49009,42.2926297,-85.6814376,49009,premise,Slot 22 : 6:00 - 6:59,Monday
8719,10/16/2019,SPC,9-958,224,375,7516 Primrose Ln,405,5500 Armstrong Rd,$4.00 ,42.2077529,-85.6087517,49024,42.3416573,-85.2935956,49037,premise,Slot 22 : 6:00 - 6:59,Wednesday
1227,2/10/2019,SPC,9-954,225,375,7926 Hope St,420,410 West Michigan Ave,$4.00 ,42.1543539,-85.4727853,49097,42.2918827,-85.5878173,49007,premise,Slot 22 : 6:00 - 6:59,Sunday
8703,10/16/2019,SPC,9-956,226,375,3353 Lincolnshire Blvd.,405,8350 Shaver Rd,$4.00 ,42.2581612,-85.5550967,49001,42.1957707,-85.598849,49024,premise,Slot 22 : 6:00 - 6:59,Wednesday
10988,10/21/2019,ADA,9-959,227,375,1204 Banbury Rd,405,2015 W Crosstown Pkwy,$3.00 ,42.2513353,-85.5636076,49001,42.2709567,-85.5921189,49008,premise,Slot 22 : 6:00 - 6:59,Monday
4093,8/10/2019,ADA,9-959,228,375,1204 Banbury Rd,405,2015 W Crosstown Pkwy,$3.00 ,42.2513353,-85.5636076,49001,42.2709567,-85.5921189,49008,premise,Slot 22 : 6:00 - 6:59,Saturday
8690,10/16/2019,ADA,9-952,229,375,1027 Lane Blvd,420,521 E Michigan Ave,$3.00 ,42.2724913,-85.5665771,49001,42.2941977,-85.577075,49001,street_address,Slot 22 : 6:00 - 6:59,Wednesday
2750,4/10/2019,ADA,9-970,230,375,1027 Lane Blvd,420,521 E Michigan Ave,$3.00 ,42.2724913,-85.5665771,49001,42.2941977,-85.577075,49001,street_address,Slot 22 : 6:00 - 6:59,Wednesday
12740,10/24/2019,SPC,*9-79,231,375,7926 Hope St,420,410 West Michigan Ave,$4.00 ,42.1543539,-85.4727853,49097,42.2918827,-85.5878173,49007,premise,Slot 22 : 6:00 - 6:59,Thursday
16596,10/31/2019,SPC,9-955,232,375,7926 Hope St,420,410 West Michigan Ave,$4.00 ,42.1543539,-85.4727853,49097,42.2918827,-85.5878173,49007,premise,Slot 22 : 6:00 - 6:59,Thursday
14754,10/29/2019,SPC,9-958,233,375,7516 Primrose Ln,405,5500 Armstrong Rd,$4.00 ,42.2077529,-85.6087517,49024,42.3416573,-85.2935956,49037,premise,Slot 22 : 6:00 - 6:59,Tuesday
16158,10/31/2019,SPC,9-960,234,375,9677 N 32nd St,405,521 E Michigan Ave,$4.00 ,42.399715,-85.457795,49083,42.2941977,-85.577075,49001,street_address,Slot 22 : 6:00 - 6:59,Thursday
7172,10/14/2019,ADA,9-959,235,375,1204 Banbury Rd,405,2015 W Crosstown Pkwy,$3.00 ,42.2513353,-85.5636076,49001,42.2709567,-85.5921189,49008,premise,Slot 22 : 6:00 - 6:59,Monday
16014,10/30/2019,SPC,9-958,236,375,7516 Primrose Ln,405,5500 Armstrong Rd,$4.00 ,42.2077529,-85.6087517,49024,42.3416573,-85.2935956,49037,premise,Slot 22 : 6:00 - 6:59,Wednesday
6244,11/10/2019,ADA,*9-80,237,375,5292 Keyes Dr,405,6065 Gull Rd,$3.00 ,42.3369747,-85.5624362,49004,42.3316978,-85.5107025,49048,premise,Slot 22 : 6:00 - 6:59,Sunday
11780,10/22/2019,SPC,9-960,238,375,9677 N 32nd St,405,521 E Michigan Ave,$4.00 ,42.399715,-85.457795,49083,42.2941977,-85.577075,49001,street_address,Slot 22 : 6:00 - 6:59,Tuesday
13195,10/24/2019,SPC,9-960,239,375,9677 N 32nd St,405,521 E Michigan Ave,$4.00 ,42.399715,-85.457795,49083,42.2941977,-85.577075,49001,street_address,Slot 22 : 6:00 - 6:59,Thursday
10814,10/21/2019,SPC,9-958,240,375,7516 Primrose Ln,405,5500 Armstrong Rd,$4.00 ,42.2077529,-85.6087517,49024,42.3416573,-85.2935956,49037,premise,Slot 22 : 6:00 - 6:59,Monday
15798,10/30/2019,ADA,9-955,241,375,1027 Lane Blvd,420,521 E Michigan Ave,$3.00 ,42.2724913,-85.5665771,49001,42.2941977,-85.577075,49001,street_address,Slot 22 : 6:00 - 6:59,Wednesday
8372,10/16/2019,ADA,*9-82,242,375,1551 Concord Place Dr,405,6739 Seeco Dr,$3.00 ,42.2781916,-85.6546781,49009,42.2926297,-85.6814376,49009,premise,Slot 22 : 6:00 - 6:59,Wednesday
8926,10/17/2019,SPC,9-956,243,375,9677 N 32nd St,405,521 E Michigan Ave,$4.00 ,42.399715,-85.457795,49083,42.2941977,-85.577075,49001,street_address,Slot 22 : 6:00 - 6:59,Thursday
15187,10/29/2019,ADA,9-959,244,375,1204 Banbury Rd,405,2015 W Crosstown Pkwy,$3.00 ,42.2513353,-85.5636076,49001,42.2709567,-85.5921189,49008,premise,Slot 22 : 6:00 - 6:59,Tuesday
3709,7/10/2019,SPC,9-954,245,375,7926 Hope St,420,410 West Michigan Ave,$4.00 ,42.1543539,-85.4727853,49097,42.2918827,-85.5878173,49007,premise,Slot 22 : 6:00 - 6:59,Wednesday
4980,9/10/2019,SPC,9-956,246,375,7516 Primrose Ln,405,5500 Armstrong Rd,$4.00 ,42.2077529,-85.6087517,49024,42.3416573,-85.2935956,49037,premise,Slot 22 : 6:00 - 6:59,Tuesday
14437,10/28/2019,ADA,9-959,247,375,1204 Banbury Rd,405,2015 W Crosstown Pkwy,$3.00 ,42.2513353,-85.5636076,49001,42.2709567,-85.5921189,49008,premise,Slot 22 : 6:00 - 6:59,Monday
16105,10/30/2019,ADA,*9-82,248,375,1551 Concord Place Dr,405,6739 Seeco Dr,$3.00 ,42.2781916,-85.6546781,49009,42.2926297,-85.6814376,49009,premise,Slot 22 : 6:00 - 6:59,Wednesday
