Bus 0: 
(42.2042834, -85.6348555)
(42.1833898, -85.6231397)
(42.1842898, -85.6232911)
(42.1842898, -85.6232911)
(42.1729487, -85.5844838)
(42.2649931, -85.5125396)
(42.2964653, -85.5062011)
(42.1221423, -85.5437178)
(42.1738561, -85.6142145)
(42.2572719, -85.677183)
(42.2953453, -85.6670122)
(42.2742082, -85.5929671)
(42.2869034, -85.6040258)
(42.2596698, -85.6015588)
(42.2671366, -85.5717427)
(42.3012828, -85.5638587)
(42.1995559, -85.6548263)
(42.2599334, -85.5338168)
(42.2719011, -85.5977039)
(42.2513316, -85.5627868)
(42.2599334, -85.5338168)
(42.2868088, -85.5796208)
(42.1995559, -85.6548263)
(42.2006356, -85.6278234)
Time Saved: 700
Average Pick Up Delay: 2.75
Average Drop Off Delay: 9.333333333333334
----------------------------------------------
Bus 8: 
(42.2077529, -85.6087517)
(42.3416573, -85.2935956)
(42.1908, -85.376368)
(42.2649931, -85.5125396)
(42.2821209, -85.5058387)
(42.3291063, -85.5938869)
(42.2272007, -85.6807872)
(42.2202337, -85.6465378)
(42.2029932, -85.6556491)
(42.2903509, -85.5878158)
(42.2649931, -85.5125396)
(42.2602775, -85.5546369)
(42.2808549, -85.6031249)
(42.1765034, -85.55733)
(42.2906376, -85.6517559)
(42.2272007, -85.6807872)
(42.2272007, -85.6807872)
(42.2030484, -85.6790623)
(42.1189196, -85.6400948)
(42.1601096, -85.5886028)
(42.2243439, -85.5948914)
(42.2243439, -85.5948914)
(42.1135782, -85.656833)
(42.1861441, -85.6860822)
(42.2024937, -85.6466496)
(42.1203119, -85.5333003)
(42.0783454, -85.5893262)
(42.1889034, -85.6039713)
(42.2233771, -85.592044)
(42.2296796, -85.6157151)
(42.1889034, -85.6039713)
(42.2147783, -85.660485)
(42.3049108, -85.6690723)
(42.2179051, -85.5905116)
(42.1889034, -85.6039713)
(42.0783454, -85.5893262)
Time Saved: 523
Average Pick Up Delay: 0.16666666666666666
Average Drop Off Delay: 5.5
----------------------------------------------
Bus 9: 
(42.399715, -85.457795)
(42.2941977, -85.577075)
(42.233666, -85.444987)
(42.3885021, -85.3761136)
(42.3316978, -85.5107025)
(42.2719011, -85.5977039)
(42.2829222, -85.5997965)
(42.318343, -85.6277292)
(42.2987761, -85.5448739)
(42.2684738, -85.5303436)
(42.2821441, -85.521486)
(42.3904795, -85.6185862)
(42.2941977, -85.577075)
(42.399715, -85.457795)
(42.3904795, -85.6185862)
(42.1983286, -85.574255)
(42.2719011, -85.5977039)
(42.3885021, -85.3761136)
(42.3416573, -85.2935956)
(42.2989915, -85.6284504)
Time Saved: 204
Average Pick Up Delay: 0.7
Average Drop Off Delay: 9.9
----------------------------------------------
Bus 10: 
(42.1543539, -85.4727853)
(42.2918827, -85.5878173)
(42.1221423, -85.5437178)
(42.2555891, -85.5635254)
(42.2649931, -85.5125396)
(42.2649931, -85.5125396)
(42.205655, -85.5959011)
(42.1999465, -85.5914707)
(42.2454977, -85.5999136)
(42.2600107, -85.581349)
(42.2555891, -85.5635254)
(42.2520818, -85.5314096)
(42.1989005, -85.5225685)
(42.1368548, -85.4921332)
(42.245557, -85.5426275)
(42.2715142, -85.6500864)
(42.2177689, -85.6227562)
(42.1169616, -85.5304039)
(42.3013041, -85.6615485)
(42.2808549, -85.6031249)
(42.2002649, -85.5607121)
(42.1369035, -85.4914085)
(42.1312887, -85.4706115)
(42.1530531, -85.4744776)
(42.3168033, -85.5427124)
(42.1824209, -85.5272255)
(42.2719011, -85.5977039)
(42.120423, -85.5307056)
Time Saved: 362
Average Pick Up Delay: 2.142857142857143
Average Drop Off Delay: 6.642857142857143
----------------------------------------------
Bus 11: 
(42.2581612, -85.5550967)
(42.1957707, -85.598849)
(42.1642518, -85.6032281)
(42.0923672, -85.6643976)
(42.2808549, -85.6031249)
(42.2888714, -85.5832356)
(42.3890205, -85.3850916)
(42.2600107, -85.581349)
(42.2421406, -85.5875781)
(42.2865361, -85.5823325)
(42.2869198, -85.5810074)
(42.2533965, -85.590813)
(42.2955528, -85.6574962)
(42.2212724, -85.6030875)
(42.2190504, -85.5389517)
(42.2628997, -85.533783)
(42.2684738, -85.5303436)
(42.2739481, -85.5624945)
(42.2617946, -85.5802339)
(42.2503373, -85.5597317)
(42.2836148, -85.5776232)
(42.318343, -85.6277292)
(42.2338884, -85.5380947)
(42.2550914, -85.5208287)
(42.2831943, -85.58155)
(42.2808549, -85.6031249)
(42.2808549, -85.6031249)
(42.2808549, -85.6031249)
(42.2808549, -85.6031249)
(42.2808549, -85.6031249)
(42.290277, -85.6416743)
(42.3091768, -85.6204993)
(42.275234, -85.5905422)
(42.2591815, -85.5519018)
(42.2524089, -85.5845547)
(42.2541572, -85.592935)
(42.2498593, -85.5918175)
